Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length 
1142000,-9.004835,0.41839063,-1900.0,1996.0
1143000,-8.633913,0.41494218,None,None
1144000,-8.386362,0.2517691,-1968.0,1996.0
1145000,-7.480136,0.6648866,None,None
1146000,-8.037523,0.493698,-1466.0,1996.0
1147000,-6.9052124,0.6661508,None,None
1148000,-7.4329977,0.57274216,-970.0,1996.0
1149000,-5.3835917,0.65771425,None,None
1150000,-7.9557247,0.34814584,-1332.0,1996.0
1151000,-7.7407637,0.6348057,None,None
1152000,-8.609863,0.36010504,-1968.0,1996.0
1153000,-8.574037,0.46590626,None,None
1154000,-9.057519,0.35482976,-1968.0,1996.0
1155000,-7.8942776,0.54363537,None,None
1156000,-8.9127865,0.40060288,-1934.0,1996.0
1157000,-8.228645,0.66114676,None,None
1158000,-8.311386,0.471362,-1768.0,1996.0
1159000,-6.1247387,0.6305788,None,None
1160000,-8.718167,0.67043173,-668.0,1996.0
1161000,-6.193452,0.6742211,None,None
1162000,-8.622976,0.67737406,-1064.0,1996.0
1163000,-7.37429,0.59038603,None,None
1164000,-9.113932,0.38895315,-1732.0,1996.0
1165000,-8.063107,0.58117837,None,None
1166000,-6.180004,0.63453734,-1168.0,1996.0
1167000,-8.296558,0.5236407,None,None
1168000,-8.943813,0.38818905,-1900.0,1996.0
1169000,-8.734922,0.680558,None,None
1170000,-8.501846,0.4932962,-1802.0,1996.0
1171000,-6.528515,0.6075792,None,None
1172000,-9.110837,0.50845677,-1500.0,1996.0
1173000,-6.9092197,0.65320057,None,None
1174000,-9.249479,0.47532013,-1600.0,1996.0
1175000,-7.797831,0.67464375,None,None
1176000,-7.722827,0.47714365,-1166.0,1996.0
1177000,-6.9783278,0.68056655,None,None
1178000,-9.063641,0.57719296,-1566.0,1996.0
1179000,-7.871434,0.68258166,None,None
1180000,-7.881683,0.6303074,-934.0,1996.0
1181000,-7.0074596,0.6383727,None,None
1182000,-4.6046896,0.48115772,-1000.0,1996.0
1183000,-8.066682,0.67699355,None,None
1184000,-6.2118464,0.52094316,-1036.0,1996.0
1185000,-7.4781084,0.25878525,None,None
1186000,-7.94921,0.60167754,-1968.0,1996.0
1187000,-6.8679385,0.67269,None,None
1188000,-7.5038233,0.5530306,-1536.0,1996.0
1189000,-7.8641567,0.65969485,None,None
1190000,-7.3537674,0.64170384,-1368.0,1996.0
1191000,-8.688919,0.65926915,None,None
1192000,-7.3444195,0.66695327,-1902.0,1996.0
1193000,-7.619615,0.607695,None,None
1194000,-7.266246,0.53669304,-1268.0,1996.0
1195000,-5.518443,0.43614992,None,None
1196000,-8.503886,0.54791874,-936.0,1996.0
1197000,-7.7271266,0.64165777,None,None
1198000,-8.6171875,0.32281795,-1800.0,1996.0
1199000,-8.293674,0.66060966,None,None
1200000,-8.87529,0.6690236,-1834.0,1996.0
1201000,-7.2322145,0.618243,None,None
1202000,-6.8554587,0.6489106,-1066.0,1996.0
1203000,-8.51092,0.64501,None,None
1204000,-7.494612,0.41656244,-1698.0,1996.0
1205000,-6.680908,0.5834421,None,None
1206000,-7.1382093,0.65125,-1066.0,1996.0
1207000,-7.9792404,0.6745422,None,None
1208000,-8.131987,0.54760844,-1900.0,1996.0
1209000,-6.615263,0.64114004,None,None
1210000,-8.713833,0.4836587,-1632.0,1996.0
1211000,-7.673047,0.63288426,None,None
1212000,-7.1697245,0.6755073,-1668.0,1996.0
1213000,-5.5437465,0.4284154,None,None
1214000,-7.938189,0.62568635,-1166.0,1996.0
1215000,-7.58693,0.4599844,None,None
1216000,-8.955454,0.36035362,-1900.0,1996.0
1217000,-8.566594,0.63545257,None,None
1218000,-8.58042,0.48960733,-1968.0,1996.0
1219000,-8.465275,0.68086046,None,None
1220000,-8.833448,0.67942125,-1832.0,1996.0
1221000,-7.0710473,0.66137564,None,None
1222000,-7.728461,0.62663245,-1332.0,1996.0
1223000,-7.453312,0.68129104,None,None
1224000,-7.502119,0.6327974,-964.0,1996.0
1225000,-7.3387837,0.4209352,None,None
1226000,-9.359078,0.35521305,-1898.0,1996.0
1227000,-7.376479,0.64670813,None,None
1228000,-7.3447742,0.38534194,-1834.0,1996.0
1229000,-6.663814,0.6210803,None,None
1230000,-7.7693996,0.6773582,-906.0,1996.0
1231000,-6.608981,0.64784026,None,None
1232000,-6.940897,0.67200196,-1632.0,1996.0
1233000,-7.74351,0.67682725,None,None
1234000,-6.5797176,0.63882226,-1200.0,1996.0
1235000,-8.177421,0.67690134,None,None
1236000,-9.090226,0.3686914,-1836.0,1996.0
1237000,-6.6409726,0.67121315,None,None
1238000,-7.426486,0.63174564,-1032.0,1996.0
1239000,-6.70345,0.6794336,None,None
1240000,-8.482309,0.675409,-1700.0,1996.0
1241000,-7.732374,0.6762636,None,None
1242000,-7.5723453,0.48731714,-1500.0,1996.0
1243000,-5.5149508,0.5296975,None,None
1244000,-7.921484,0.44208384,-1234.0,1996.0
1245000,-8.018378,0.45911297,None,None
1246000,-9.177903,0.34855407,-1866.0,1996.0
1247000,-7.238808,0.68059564,None,None
1248000,-8.541121,0.3279264,-1700.0,1996.0
1249000,-4.6980014,0.6266628,None,None
1250000,-7.981023,0.59773195,-1036.0,1996.0
1251000,-8.879824,0.24812631,None,None
1252000,-8.399055,0.30939367,-1902.0,1996.0
1253000,-3.6978621,0.6588243,None,None
1254000,-8.22974,0.6524358,-936.0,1996.0
1255000,-6.955847,0.5895398,None,None
1256000,-9.097015,0.34426078,-1668.0,1996.0
1257000,-8.049212,0.56791955,None,None
1258000,-9.031132,0.40642822,-1800.0,1996.0
1259000,-7.576674,0.6398637,None,None
1260000,-7.420142,0.6460152,-1400.0,1996.0
1261000,-7.3107653,0.43140337,None,None
1262000,-9.237381,0.43204188,-1968.0,1996.0
1263000,-7.6986775,0.68188906,None,None
1264000,-7.102912,0.6795777,-1236.0,1996.0
1265000,-4.6590157,0.5539972,None,None
1266000,-7.254534,0.6201806,-568.0,1996.0
1267000,-7.0687647,0.5052197,None,None
1268000,-8.997942,0.3666545,-1898.0,1996.0
1269000,-6.378066,0.679629,None,None
1270000,-8.19232,0.66984147,-1468.0,1996.0
1271000,-7.564374,0.5542702,None,None
1272000,-9.026788,0.43026984,-1732.0,1996.0
1273000,-8.645489,0.51675504,None,None
1274000,-9.207682,0.41270968,-1968.0,1996.0
1275000,-7.8199635,0.5640492,None,None
1276000,-8.780946,0.46399775,-1968.0,1996.0
1277000,-8.012525,0.39100546,None,None
1278000,-9.299136,0.50745964,-1834.0,1996.0
1279000,-6.61953,0.68868107,None,None
1280000,-8.172283,0.6679985,-1268.0,1996.0
1281000,-7.688905,0.6809356,None,None
1282000,-6.447694,0.65868896,-1570.0,1996.0
1283000,-7.017833,0.665615,None,None
1284000,-9.115692,0.552978,-1332.0,1996.0
1285000,-6.30951,0.68800455,None,None
1286000,-8.186489,0.67783207,-1364.0,1996.0
1287000,-7.2456617,0.6706961,None,None
1288000,-6.5662136,0.56660575,-1436.0,1996.0
1289000,-7.2349453,0.68845046,None,None
1290000,-7.9796124,0.6884541,-1532.0,1996.0
1291000,-6.935047,0.6892629,None,None
1292000,-6.8957806,0.6297315,-1300.0,1996.0
1293000,-6.7730694,0.6192164,None,None
1294000,-8.408254,0.6118923,-1364.0,1996.0
1295000,-7.7798615,0.66678363,None,None
1296000,-6.392087,0.61639774,-938.0,1996.0
1297000,-5.1558046,0.5651662,None,None
1298000,-8.804838,0.4510181,-1498.0,1996.0
1299000,-8.570339,0.68849754,None,None
1300000,-6.7409964,0.5980034,-1566.0,1996.0
1301000,-7.658732,0.6419953,None,None
1302000,-6.9445066,0.68802315,-1268.0,1996.0
1303000,-8.538579,0.5029438,None,None
1304000,-8.761978,0.4175575,-1900.0,1996.0
1305000,-4.6503983,0.45870063,None,None
1306000,-6.9486003,0.5657935,-1104.0,1996.0
1307000,-8.072923,0.5089283,None,None
1308000,-9.061108,0.44629225,-1868.0,1996.0
1309000,-7.3890085,0.68421435,None,None
1310000,-7.683117,0.5475841,-1566.0,1996.0
1311000,-4.8369627,0.60619783,None,None
1312000,-8.359922,0.4243036,-1134.0,1996.0
1313000,-5.2398634,0.6391979,None,None
1314000,-8.5625305,0.6149063,-632.0,1996.0
1315000,-6.329795,0.64191663,None,None
1316000,-8.585642,0.44265348,-1600.0,1996.0
1317000,-7.8524456,0.67597336,None,None
1318000,-7.8101177,0.47549,-1434.0,1996.0
1319000,-8.5124035,0.6894851,None,None
1320000,-7.429893,0.68921083,-1434.0,1996.0
1321000,-8.041136,0.63682574,None,None
1322000,-8.644299,0.3421746,-1868.0,1996.0
1323000,-5.4853263,0.6352044,None,None
1324000,-7.7137823,0.42403963,-836.0,1996.0
1325000,-4.99825,0.65435976,None,None
1326000,-7.587292,0.47411573,-1102.0,1996.0
1327000,-7.3946123,0.6852875,None,None
1328000,-6.0563045,0.6615703,-1134.0,1996.0
1329000,-5.718634,0.6625665,None,None
1330000,-7.9922376,0.6458849,-1068.0,1996.0
1331000,-2.4405704,0.5489485,None,None
1332000,-8.354614,0.46618515,-1634.0,1996.0
1333000,-8.730209,0.68816644,None,None
1334000,-8.550148,0.688948,-1832.0,1996.0
1335000,-7.3808947,0.67751515,None,None
1336000,-6.7675076,0.6755748,-1300.0,1996.0
1337000,-6.834645,0.6891662,None,None
1338000,-8.568415,0.4622144,-1868.0,1996.0
1339000,-8.761416,0.6711292,None,None
1340000,-6.845702,0.66826665,-1570.0,1996.0
1341000,-8.617459,0.6524333,None,None
1342000,-8.063585,0.65378594,-1800.0,1996.0
1343000,-5.163651,0.63284546,None,None
1344000,-7.5472593,0.5914073,-1234.0,1996.0
1345000,-7.660098,0.6812978,None,None
1346000,-8.597347,0.62377465,-1534.0,1996.0
1347000,-7.3058906,0.6540247,None,None
1348000,-7.7556877,0.649808,-1564.0,1996.0
1349000,-7.0161357,0.6638377,None,None
1350000,-7.4231434,0.6615999,-1504.0,1996.0
1351000,-8.40226,0.65747464,None,None
1352000,-7.3781624,0.49226752,-1902.0,1996.0
1353000,-7.8695374,0.66048324,None,None
1354000,-7.0613203,0.6773021,-902.0,1996.0
1355000,-3.9793139,0.63184386,None,None
1356000,-8.750453,0.57819384,-1268.0,1996.0
1357000,-7.7294655,0.57007694,None,None
1358000,-8.739826,0.41821012,-1768.0,1996.0
1359000,-6.345813,0.52449787,None,None
1360000,-8.305049,0.65918344,-1434.0,1996.0
1361000,-6.289832,0.6665158,None,None
1362000,-7.3760777,0.64711034,-1100.0,1996.0
1363000,-5.514499,0.5890356,None,None
1364000,-8.701316,0.35440522,-1966.0,1996.0
1365000,-7.5861254,0.59478664,None,None
1366000,-6.2958508,0.6777415,-804.0,1996.0
1367000,-5.1841784,0.6725754,None,None
1368000,-6.9663677,0.58450234,-1102.0,1996.0
1369000,-6.7656827,0.68939847,None,None
1370000,-7.509685,0.6307113,-1168.0,1996.0
1371000,-4.5423656,0.6382649,None,None
1372000,-8.5583935,0.68575966,-1200.0,1996.0
1373000,-7.8101,0.6681698,None,None
1374000,-7.4447255,0.49120596,-1836.0,1996.0
1375000,-8.238384,0.68563145,None,None
1376000,-7.7433295,0.5079639,-1768.0,1996.0
1377000,-7.7369556,0.6866184,None,None
1378000,-8.3398075,0.68234223,-1600.0,1996.0
1379000,-5.593067,0.61079335,None,None
1380000,-5.1979914,0.6814897,-1134.0,1996.0
1381000,-7.2472115,0.6852438,None,None
1382000,-8.645205,0.34941256,-1734.0,1996.0
1383000,-7.9693527,0.55280024,None,None
1384000,-9.023152,0.36339137,-1868.0,1996.0
1385000,-8.429556,0.34228936,None,None
1386000,-8.913263,0.44303367,-1968.0,1996.0
1387000,-7.1530848,0.60041255,None,None
1388000,-8.930559,0.2971886,-1734.0,1996.0
1389000,-6.927294,0.6309443,None,None
1390000,-7.086787,0.58631736,-998.0,1996.0
1391000,-7.9852204,0.6872429,None,None
1392000,-5.8612714,0.34618214,-966.0,1996.0
1393000,-7.791135,0.6685454,None,None
1394000,-7.6472282,0.50792664,-1900.0,1996.0
1395000,-5.5717673,0.62473184,None,None
1396000,-5.3312864,0.6437764,-366.0,1996.0
1397000,-6.359601,0.64769757,None,None
1398000,-8.77783,0.6209365,-934.0,1996.0
1399000,-5.8598647,0.6854108,None,None
1400000,-6.044297,0.6032965,-1302.0,1996.0
1401000,-7.689217,0.6743256,None,None
1402000,-7.2757635,0.37347105,-1870.0,1996.0
1403000,-6.8740306,0.6852081,None,None
1404000,-7.4079075,0.6484622,-1534.0,1996.0
1405000,-7.683148,0.6397365,None,None
1406000,-6.7704988,0.6860823,-1736.0,1996.0
1407000,-4.9229264,0.62858313,None,None
1408000,-7.7730765,0.39388043,-1100.0,1996.0
1409000,-4.6847563,0.6217153,None,None
1410000,-7.73771,0.68619907,-1104.0,1996.0
1411000,-6.6547594,0.6596218,None,None
1412000,-8.543365,0.2696252,-1866.0,1996.0
1413000,-6.5064707,0.6068456,None,None
1414000,-7.568597,0.621856,-934.0,1996.0
1415000,-6.3898125,0.6798281,None,None
1416000,-7.407668,0.4677897,-1670.0,1996.0
1417000,-6.988039,0.6769675,None,None
1418000,-8.012122,0.35110006,-1470.0,1996.0
1419000,-5.812498,0.6449177,None,None
1420000,-8.886385,0.3335401,-1766.0,1996.0
1421000,-6.6957035,0.5479773,None,None
1422000,-9.062407,0.40535247,-1666.0,1996.0
1423000,-7.998179,0.6873268,None,None
1424000,-8.372807,0.6573675,-1936.0,1996.0
1425000,-8.317358,0.6781076,None,None
1426000,-6.366046,0.60016376,-1094.0,1996.0
1427000,-5.2034864,0.64435965,None,None
1428000,-4.385399,0.3611133,-902.0,1996.0
1429000,-7.5946875,0.467495,None,None
1430000,-8.71492,0.28778353,-1934.0,1996.0
1431000,-6.7172728,0.67870235,None,None
1432000,-7.9964,0.5387814,-1400.0,1996.0
1433000,-8.636054,0.640879,None,None
1434000,-7.5678644,0.3100375,-1734.0,1996.0
1435000,-8.335607,0.545212,None,None
1436000,-8.64573,0.28960228,-1900.0,1996.0
1437000,-8.225786,0.6599049,None,None
1438000,-8.815243,0.20883377,-1702.0,1996.0
1439000,-6.7492337,0.4759107,None,None
1440000,-7.666793,0.4162182,-1468.0,1996.0
1441000,-7.808853,0.66821426,None,None
1442000,-7.4214272,0.63797134,-1368.0,1996.0
1443000,-7.497404,0.67878187,None,None
1444000,-8.570896,0.4783722,-1900.0,1996.0
1445000,-8.267391,0.5361784,None,None
1446000,-8.544058,0.35501087,-1900.0,1996.0
1447000,-6.799387,0.54475605,None,None
1448000,-8.603814,0.47705543,-1366.0,1996.0
1449000,-7.2711053,0.64758486,None,None
1450000,-8.059096,0.47053805,-1632.0,1996.0
1451000,-6.927084,0.63971645,None,None
1452000,-6.835655,0.61525553,-1436.0,1996.0
1453000,-6.8721037,0.64591175,None,None
1454000,-6.7449408,0.6819457,-1436.0,1996.0
1455000,-7.5522556,0.4216321,None,None
1456000,-8.994832,0.59207255,-1800.0,1996.0
1457000,-6.7938995,0.56630677,None,None
1458000,-8.21207,0.5660693,-1332.0,1996.0
1459000,-6.582887,0.63623595,None,None
1460000,-8.486222,0.41239417,-1668.0,1996.0
1461000,-8.363222,0.63858443,None,None
1462000,-5.596183,0.5901537,-1132.0,1996.0
1463000,-8.47278,0.5571492,None,None
1464000,-9.094659,0.38841382,-1934.0,1996.0
1465000,-7.87961,0.41494942,None,None
1466000,-9.013672,0.44344437,-1968.0,1996.0
1467000,-5.895853,0.6697056,None,None
1468000,-5.928841,0.50177574,-1270.0,1996.0
1469000,-7.9628515,0.55708736,None,None
1470000,-7.5883656,0.3020536,-1768.0,1996.0
1471000,-6.7535453,0.54028225,None,None
1472000,-8.328487,0.5784068,-1268.0,1996.0
1473000,-6.0404935,0.44700548,None,None
1474000,-8.141581,0.35517913,-1534.0,1996.0
1475000,-5.0201154,0.62654847,None,None
1476000,-3.99271,0.6555472,-334.0,1996.0
1477000,-6.159327,0.5004935,None,None
1478000,-8.995922,0.36274123,-1300.0,1996.0
1479000,-3.9649203,0.63270795,None,None
1480000,-3.774362,0.63765794,-532.0,1996.0
1481000,-6.697049,0.68547034,None,None
1482000,-7.289174,0.45334852,-1568.0,1996.0
1483000,-8.128796,0.6564022,None,None
1484000,-8.196624,0.22543731,-1668.0,1996.0
1485000,-6.8876452,0.6182591,None,None
1486000,-6.9564757,0.566026,-902.0,1996.0
1487000,-5.836357,0.65389043,None,None
1488000,-8.711086,0.429495,-1600.0,1996.0
1489000,-8.270847,0.48379728,None,None
1490000,-8.944475,0.29575053,-1800.0,1996.0
1491000,-6.656508,0.6835236,None,None
1492000,-4.768187,0.64405555,-938.0,1996.0
1493000,-6.797548,0.54020774,None,None
1494000,-8.722821,0.3883355,-1698.0,1996.0
1495000,-6.5069494,0.6115858,None,None
1496000,-7.112487,0.5764096,-1172.0,1996.0
1497000,-8.032904,0.58285475,None,None
1498000,-6.289203,0.608959,-1400.0,1996.0
1499000,-8.065034,0.6901092,None,None
1500000,-8.407899,0.6878118,-1798.0,1996.0
1501000,-8.09045,0.63364476,None,None
1502000,-8.56671,0.32687604,-1836.0,1996.0
1503000,-7.4406834,0.6528034,None,None
1504000,-8.464396,0.6865001,-1732.0,1996.0
1505000,-7.394393,0.68075585,None,None
1506000,-8.72953,0.63620293,-1664.0,1996.0
1507000,-8.51085,0.45761934,None,None
1508000,-9.495234,0.21116658,-1968.0,1996.0
1509000,-8.597027,0.29416332,None,None
1510000,-8.821075,0.35017112,-1968.0,1996.0
1511000,-4.6645536,0.4890831,None,None
1512000,-8.532638,0.3769959,-1104.0,1996.0
1513000,-8.061951,0.6751444,None,None
1514000,-6.779809,0.54329115,-1064.0,1996.0
1515000,-7.6181602,0.676829,None,None
1516000,-7.1014576,0.6313655,-1634.0,1996.0
1517000,-7.856555,0.66295385,None,None
1518000,-6.8685837,0.6464599,-1230.0,1996.0
1519000,-5.2354193,0.57425004,None,None
1520000,-9.249369,0.31738883,-1404.0,1996.0
1521000,-7.994319,0.65273136,None,None
1522000,-8.617215,0.19067873,-1966.0,1996.0
1523000,-8.30167,0.62306845,None,None
1524000,-8.901244,0.22048487,-1834.0,1996.0
1525000,-7.894401,0.64933926,None,None
1526000,-7.1359158,0.1815097,-1334.0,1996.0
1527000,-4.3879433,0.63253796,None,None
1528000,-6.6944523,0.12289511,-1402.0,1996.0
1529000,-8.517192,0.68199587,None,None
1530000,-8.650595,0.5836763,-1400.0,1996.0
1531000,-6.6482105,0.6783652,None,None
1532000,-6.171397,0.45459703,-1502.0,1996.0
1533000,-6.1633844,0.48911646,None,None
1534000,-8.840988,0.34719294,-1266.0,1996.0
1535000,-7.088942,0.6666324,None,None
1536000,-8.470237,0.6391528,-1466.0,1996.0
1537000,-5.6636095,0.50470847,None,None
1538000,-8.771055,0.67501956,-932.0,1996.0
1539000,-6.1458416,0.56205267,None,None
1540000,-6.947013,0.5920293,-1130.0,1996.0
1541000,-5.7342052,0.5526443,None,None
1542000,-6.7782316,0.5171454,-1100.0,1996.0
1543000,-5.898347,0.5005264,None,None
1544000,-7.5963564,0.62710994,-870.0,1996.0
1545000,-6.6763062,0.5879548,None,None
1546000,-9.033877,0.046225384,-1966.0,1996.0
1547000,-7.1687894,0.61515635,None,None
1548000,-8.933058,0.23595946,-1768.0,1996.0
1549000,-8.625933,0.6427132,None,None
1550000,-6.1752515,0.56281644,-1600.0,1996.0
1551000,-8.219174,0.6616417,None,None
1552000,-7.427692,0.16916415,-1270.0,1996.0
1553000,-2.2992108,0.3909381,None,None
1554000,-7.686636,0.44162524,-1370.0,1996.0
1555000,-6.6008263,0.67145604,None,None
1556000,-8.410186,0.40419626,-1534.0,1996.0
1557000,-7.6793547,0.680081,None,None
1558000,-8.660677,0.60604763,-1068.0,1996.0
1559000,-5.0181437,0.59700257,None,None
1560000,-5.9094315,0.45004296,-1032.0,1996.0
1561000,-7.4916615,0.68191385,None,None
1562000,-7.9363008,0.6154686,-1600.0,1996.0
1563000,-7.8480024,0.67055213,None,None
1564000,-5.879729,0.5253459,-900.0,1996.0
1565000,-4.661973,0.5809494,None,None
1566000,-5.471755,0.3200383,-1234.0,1996.0
1567000,-8.491098,0.57999533,None,None
1568000,-2.2506995,0.29066598,-902.0,1996.0
1569000,-4.6663885,0.52628696,None,None
1570000,-7.081129,0.62266266,-1034.0,1996.0
1571000,-6.2315283,0.6816841,None,None
1572000,-8.255789,0.34005532,-1868.0,1996.0
1573000,-7.595206,0.65615034,None,None
1574000,-7.3345456,0.24829902,-1332.0,1996.0
1575000,-8.005434,0.581364,None,None
1576000,-9.213142,0.23577851,-1900.0,1996.0
1577000,-6.9782667,0.6732028,None,None
1578000,-7.9856377,0.57712865,-1568.0,1996.0
1579000,-6.2765,0.6349713,None,None
1580000,-8.557343,0.3257432,-1534.0,1996.0
1581000,-8.697332,0.66908336,None,None
1582000,-8.2616825,0.6062128,-1536.0,1996.0
1583000,-6.060187,0.6687094,None,None
1584000,-5.863449,0.5454218,-1066.0,1996.0
1585000,-8.358636,0.5315883,None,None
1586000,-9.38829,0.07151491,-1900.0,1996.0
1587000,-7.967513,0.6563543,None,None
1588000,-8.072187,0.57551265,-1602.0,1996.0
1589000,-7.2712994,0.6555381,None,None
1590000,-7.188937,0.43999994,-1336.0,1996.0
1591000,-5.398388,0.5968464,None,None
1592000,-5.589702,0.30873743,-800.0,1996.0
1593000,-6.5170603,0.53677225,None,None
1594000,-6.5646772,0.49569157,-1066.0,1996.0
1595000,-7.4944787,0.6098598,None,None
1596000,-6.854848,0.35598958,-1834.0,1996.0
1597000,-6.8160477,0.53114635,None,None
1598000,-8.710045,0.24086964,-1568.0,1996.0
1599000,-7.4189434,0.59841007,None,None
1600000,-7.6412945,0.65819293,-1566.0,1996.0
1601000,-7.041591,0.63873297,None,None
1602000,-9.113199,0.18043724,-1668.0,1996.0
1603000,-6.0419297,0.19978176,None,None
1604000,-8.093496,0.4199726,-1270.0,1996.0
1605000,-7.209941,0.6693115,None,None
1606000,-7.7188244,0.58371246,-1668.0,1996.0
1607000,-7.822738,0.6673727,None,None
1608000,-8.697599,0.20387709,-1466.0,1996.0
1609000,-7.572563,0.5288642,None,None
1610000,-8.744043,0.25675344,-1634.0,1996.0
1611000,-5.4668655,0.51009625,None,None
1612000,-7.128213,0.63685226,-1068.0,1996.0
1613000,-4.8152533,0.35179693,None,None
1614000,-7.368615,0.20199607,-1400.0,1996.0
1615000,-6.8291636,0.5264002,None,None
1616000,-6.6790957,0.42513305,-1238.0,1996.0
1617000,-7.3991995,0.5876222,None,None
1618000,-6.257098,0.51382744,-1170.0,1996.0
1619000,-6.686989,0.6451266,None,None
1620000,-7.9853725,0.24158353,-1668.0,1996.0
1621000,-6.7132034,0.20779455,None,None
1622000,-7.2314596,0.4520512,-1336.0,1996.0
1623000,-7.0739675,0.65512633,None,None
1624000,-8.644976,0.5985674,-1632.0,1996.0
1625000,-6.614329,0.50516903,None,None
1626000,-6.977606,0.4764211,-1072.0,1996.0
1627000,-6.8866987,0.6431791,None,None
1628000,-8.767817,0.38423336,-1768.0,1996.0
1629000,-7.7793074,0.63243306,None,None
1630000,-6.951212,0.5490888,-1366.0,1996.0
1631000,-7.5742636,0.50599796,None,None
1632000,-6.2969112,0.36671847,-1168.0,1996.0
1633000,-7.515339,0.62960124,None,None
1634000,-7.316886,0.62368816,-1430.0,1996.0
1635000,-6.5854278,0.5794123,None,None
1636000,-6.9058332,0.108377025,-1366.0,1996.0
1637000,-5.5385585,0.5302217,None,None
1638000,-8.417574,0.6412112,-1134.0,1996.0
1639000,-7.646195,0.47924575,None,None
1640000,-9.236315,0.32736087,-1900.0,1996.0
1641000,-6.9342175,0.62068254,None,None
1642000,-8.729324,0.222757,-1700.0,1996.0
1643000,-7.653408,0.62463975,None,None
1644000,-8.451032,0.6322885,-1568.0,1996.0
1645000,-7.5916023,0.43648413,None,None
1646000,-9.312478,0.34868047,-1868.0,1996.0
1647000,-7.8988485,0.6038168,None,None
1648000,-6.1150994,0.46624032,-1300.0,1996.0
1649000,-7.459773,0.5859745,None,None
1650000,-8.567124,0.36179632,-1832.0,1996.0
1651000,-5.9980783,0.34109208,None,None
1652000,-8.12365,0.39198554,-1202.0,1996.0
1653000,-8.430567,0.2904501,None,None
1654000,-9.55073,0.18275471,-1968.0,1996.0
1655000,-7.08108,0.6250898,None,None
1656000,-8.295465,0.60611933,-1534.0,1996.0
1657000,-7.1293454,0.65498227,None,None
1658000,-8.308783,0.3653991,-1634.0,1996.0
1659000,-7.672597,0.6518957,None,None
1660000,-8.64706,0.58078873,-1470.0,1996.0
1661000,-5.6652036,0.4176809,None,None
1662000,-8.4536085,0.5758946,-938.0,1996.0
1663000,-5.0685544,0.56366634,None,None
1664000,-5.6911306,0.48327598,-702.0,1996.0
1665000,-5.309123,0.56924224,None,None
1666000,-5.9558268,0.5214552,-736.0,1996.0
1667000,-6.243907,0.64728314,None,None
1668000,-5.7148046,0.45696935,-1132.0,1996.0
1669000,-7.158889,0.6466007,None,None
1670000,-8.228957,0.6539186,-1634.0,1996.0
1671000,-6.7623854,0.40390825,None,None
1672000,-9.264106,0.43368798,-1766.0,1996.0
1673000,-7.163375,0.47732472,None,None
1674000,-9.11916,0.4107465,-1768.0,1996.0
1675000,-6.440267,0.52799135,None,None
1676000,-9.171074,0.06444549,-1736.0,1996.0
1677000,-6.4780006,0.5562201,None,None
1678000,-7.7704754,0.26466942,-1470.0,1996.0
1679000,-5.7672677,0.40238854,None,None
1680000,-7.6658263,0.4247941,-1300.0,1996.0
1681000,-6.626689,0.61672777,None,None
1682000,-8.517584,0.498367,-1400.0,1996.0
1683000,-4.645582,0.54326135,None,None
1684000,-7.1312056,0.37911707,-1136.0,1996.0
1685000,-7.9901,0.61571175,None,None
1686000,-8.218145,0.55414456,-1702.0,1996.0
1687000,-5.469737,0.46063614,None,None
1688000,-7.714423,0.32203767,-1336.0,1996.0
1689000,-6.480837,0.60702795,None,None
1690000,-8.27235,0.5418328,-1702.0,1996.0
1691000,-8.217504,0.601424,None,None
1692000,-7.39149,0.2152878,-1702.0,1996.0
1693000,-8.716565,0.5637014,None,None
1694000,-9.224516,0.20419,-1832.0,1996.0
1695000,-6.4917517,0.5989026,None,None
1696000,-8.734116,0.09435579,-1766.0,1996.0
1697000,-8.707021,0.60971856,None,None
1698000,-9.062769,0.08938218,-1934.0,1996.0
1699000,-6.323094,0.55696857,None,None
1700000,-8.240599,0.57076377,-800.0,1996.0
1701000,-6.228943,0.3339159,None,None
1702000,-9.172863,0.32504573,-1968.0,1996.0
1703000,-5.9033794,0.48564535,None,None
1704000,-7.152376,0.59869415,-870.0,1996.0
1705000,-7.0723295,0.61021054,None,None
1706000,-7.366522,0.4198514,-1364.0,1996.0
1707000,-7.903181,0.6021977,None,None
1708000,-8.601433,0.56879663,-1834.0,1996.0
1709000,-8.720538,0.6103668,None,None
1710000,-8.932247,0.17978212,-1802.0,1996.0
1711000,-6.3782234,0.2317159,None,None
1712000,-7.6931305,0.550355,-1134.0,1996.0
1713000,-7.2341003,0.58255965,None,None
1714000,-8.17606,0.55995023,-1668.0,1996.0
1715000,-6.6196766,0.5338415,None,None
1716000,-7.709158,0.48937514,-1200.0,1996.0
1717000,-6.44794,0.48727223,None,None
1718000,-8.799044,0.39384228,-1568.0,1996.0
1719000,-6.7345386,0.566222,None,None
1720000,-6.3223133,0.4467043,-1366.0,1996.0
1721000,-8.673187,0.44206828,None,None
1722000,-9.40836,0.31919485,-1866.0,1996.0
1723000,-6.043569,0.6022817,None,None
1724000,-8.506061,0.3656018,-1600.0,1996.0
1725000,-5.4015703,0.44706416,None,None
1726000,-7.2733426,0.5796917,-734.0,1996.0
1727000,-7.892787,0.5743716,None,None
