Steps,Policy/Extrinsic Value Estimate,Policy/Entropy,Environment/Cumulative Reward,Environment/Episode Length 
2819000,-5.0086675,0.57765406,None,None
2820000,-7.8407917,0.5250659,-1198.0,1996.0
2821000,-6.9759912,0.4997487,None,None
2822000,-6.7355456,0.38420206,-1198.0,1996.0
2823000,-7.4251566,0.6405876,None,None
2824000,-5.498641,0.5149762,-864.0,1996.0
2825000,-5.2196193,0.6190027,None,None
2826000,-8.6583,0.5169606,-1800.0,1996.0
2827000,-4.34335,0.34545997,None,None
2828000,-6.2942,0.5710355,-566.0,1996.0
2829000,-5.98251,0.56123704,None,None
2830000,-8.134115,0.4896989,-1700.0,1996.0
2831000,-7.626087,0.359247,None,None
2832000,-9.446554,0.3836251,-1898.0,1996.0
2833000,-7.863964,0.5067833,None,None
2834000,-9.35312,0.12689738,-1900.0,1996.0
2835000,-8.086199,0.66382825,None,None
2836000,-7.8620367,0.48244897,-1634.0,1996.0
2837000,-8.503454,0.5903264,None,None
2838000,-5.0349383,0.5859151,-1232.0,1996.0
2839000,-7.2034187,0.60997576,None,None
2840000,-6.549306,0.13289613,-1464.0,1996.0
2841000,-8.754851,0.5914136,None,None
2842000,-5.0270157,0.64624566,-1532.0,1996.0
2843000,-5.913749,0.41412297,None,None
2844000,-9.159014,0.27542508,-1268.0,1996.0
2845000,-6.368069,0.5896916,None,None
2846000,-2.762405,0.6315903,-1032.0,1996.0
2847000,-8.327286,0.46005702,None,None
2848000,-8.726129,0.21595772,-1934.0,1996.0
2849000,-4.429166,0.32715788,None,None
2850000,-7.1401763,0.4628,-1536.0,1996.0
2851000,-6.137452,0.3407166,None,None
2852000,-9.674205,0.4273212,-1700.0,1996.0
2853000,-4.444702,0.5907828,None,None
2854000,-5.1096077,0.15611961,-866.0,1996.0
2855000,-0.95356244,0.5737095,None,None
2856000,-7.5071287,0.24655704,-998.0,1996.0
2857000,-6.9943275,0.5765325,None,None
2858000,-9.267357,0.14051501,-1668.0,1996.0
2859000,-7.8262606,0.59971946,None,None
2860000,-3.3214574,0.4868982,-1032.0,1996.0
2861000,-7.8857822,0.6599108,None,None
2862000,-5.0622563,0.5317124,-1168.0,1996.0
2863000,-5.116702,0.46569186,None,None
2864000,-5.9642744,0.26857144,-1268.0,1996.0
2865000,-4.211489,0.5140014,None,None
2866000,-7.1894836,0.40824428,-1166.0,1996.0
2867000,-8.708431,0.56488013,None,None
2868000,-5.866869,0.5692058,-1136.0,1996.0
2869000,-6.266195,0.5915369,None,None
2870000,-6.719562,0.52740353,-1070.0,1996.0
2871000,-4.269872,0.31658193,None,None
2872000,-9.223051,0.37323782,-1932.0,1996.0
2873000,-8.024809,0.33309686,None,None
2874000,-9.734468,0.036758922,-1934.0,1996.0
2875000,-8.484221,0.6034538,None,None
2876000,-5.859865,0.6437175,-1498.0,1996.0
2877000,-4.3715377,0.56372267,None,None
2878000,-7.76231,0.6692163,-968.0,1996.0
2879000,-8.192202,0.6631917,None,None
2880000,-5.920857,0.5167872,-1304.0,1996.0
2881000,-7.617029,0.62704504,None,None
2882000,-5.0994215,0.60055035,-800.0,1996.0
2883000,-6.7439423,0.641763,None,None
2884000,-7.7069182,0.1458897,-1698.0,1996.0
2885000,-4.3352222,0.56770337,None,None
2886000,-8.656605,0.6233311,-1900.0,1996.0
2887000,-8.55932,0.5362675,None,None
2888000,-9.242336,0.17519034,-1968.0,1996.0
2889000,-7.278885,0.61005443,None,None
2890000,-5.8418756,0.655067,-636.0,1996.0
2891000,-6.585309,0.591469,None,None
2892000,-6.299586,0.53850037,-1198.0,1996.0
2893000,-7.9806247,0.6125832,None,None
2894000,-9.001895,0.029983478,-1802.0,1996.0
2895000,-7.8278227,0.4893089,None,None
2896000,-9.444136,0.14456262,-1536.0,1996.0
2897000,-5.688449,0.5586037,None,None
2898000,-7.456893,0.23875295,-1100.0,1996.0
2899000,-7.1274447,0.6487057,None,None
2900000,-5.6755095,0.5222483,-768.0,1996.0
2901000,-3.37782,0.5208726,None,None
2902000,-7.865859,0.60049176,-1268.0,1996.0
2903000,-6.432394,0.5748641,None,None
2904000,-6.4622116,0.42883062,-966.0,1996.0
2905000,-4.9596567,0.5765257,None,None
2906000,-7.3280478,0.5815058,-1132.0,1996.0
2907000,-8.161854,0.6772792,None,None
2908000,-8.202677,0.5587172,-1934.0,1996.0
2909000,-6.20619,0.56640357,None,None
2910000,-8.425268,0.32098535,-1600.0,1996.0
2911000,-8.378098,0.61002797,None,None
2912000,-8.856982,0.10927425,-1934.0,1996.0
2913000,-7.6419663,0.3365253,None,None
2914000,-9.319273,0.4347803,-1768.0,1996.0
2915000,-7.5899467,0.67580056,None,None
2916000,-8.380894,0.35770112,-1736.0,1996.0
2917000,-5.5979433,0.5877268,None,None
2918000,-6.8225284,0.61586535,-698.0,1996.0
2919000,-6.3127003,0.5447164,None,None
2920000,-6.892942,0.6003984,-1834.0,1996.0
2921000,-5.3216476,0.57544804,None,None
2922000,-7.106139,0.24075153,-1434.0,1996.0
2923000,-7.4655304,0.6600674,None,None
2924000,-5.742894,0.5522443,-1234.0,1996.0
2925000,-8.339458,0.6316955,None,None
2926000,-7.190881,0.6230963,-1668.0,1996.0
2927000,-6.055318,0.58044016,None,None
2928000,-7.3493176,0.14637044,-1566.0,1996.0
2929000,-8.727795,0.6556606,None,None
2930000,-5.8880997,0.34271982,-768.0,1996.0
2931000,-5.2272644,0.61826783,None,None
2932000,-6.4188247,0.59743994,-1434.0,1996.0
2933000,-5.517675,0.54319453,None,None
2934000,-6.152958,0.2904047,-1136.0,1996.0
2935000,-7.1747484,0.65902823,None,None
2936000,-7.591131,0.60661966,-1500.0,1996.0
2937000,-5.5319004,0.6644724,None,None
2938000,-6.889553,0.65120244,-1468.0,1996.0
2939000,-5.651705,0.5727273,None,None
2940000,-9.0429735,0.2280369,-1500.0,1996.0
2941000,-7.455169,0.6612246,None,None
2942000,-7.7472534,0.3418956,-1634.0,1996.0
2943000,-8.518795,0.6140033,None,None
2944000,-7.6920915,0.53712803,-1500.0,1996.0
2945000,-6.546245,0.6486232,None,None
2946000,-7.642894,0.58624095,-1666.0,1996.0
2947000,-7.8480377,0.654544,None,None
2948000,-6.1952376,0.55044734,-1302.0,1996.0
2949000,-7.132832,0.46171105,None,None
2950000,-9.227169,0.33380833,-1600.0,1996.0
2951000,-8.200518,0.6635561,None,None
2952000,-5.7616158,0.46281114,-1138.0,1996.0
2953000,-7.9250402,0.66830504,None,None
2954000,-8.854055,0.070331685,-1932.0,1996.0
2955000,-5.520238,0.54568136,None,None
2956000,-6.396184,0.3728556,-900.0,1996.0
2957000,-8.106482,0.67139703,None,None
2958000,-6.7771683,0.57994646,-1100.0,1996.0
2959000,-6.4829693,0.6065089,None,None
2960000,-8.457294,0.62114877,-1766.0,1996.0
2961000,-7.403715,0.67156655,None,None
2962000,-8.957914,0.1542713,-1768.0,1996.0
2963000,-8.845825,0.5642292,None,None
2964000,-8.012535,0.67387575,-1836.0,1996.0
2965000,-8.255383,0.5759202,None,None
2966000,-3.5007086,0.5816723,-830.0,1996.0
2967000,-5.507748,0.58544815,None,None
2968000,-8.983827,0.48222727,-1338.0,1996.0
2969000,-5.6782074,0.52606714,None,None
2970000,-7.9018993,0.08555129,-1732.0,1996.0
2971000,-8.1876135,0.5912735,None,None
2972000,-4.8680425,0.35923618,-1432.0,1996.0
2973000,-8.355577,0.60810965,None,None
2974000,-9.279446,0.04490288,-1900.0,1996.0
2975000,-6.030918,0.5489121,None,None
2976000,-7.4506683,0.32570764,-1368.0,1996.0
2977000,-7.014883,0.66638815,None,None
2978000,-7.043215,0.56512326,-1202.0,1996.0
2979000,-6.701306,0.64099324,None,None
2980000,-7.990955,0.21423273,-1532.0,1996.0
2981000,-8.555048,0.51208305,None,None
2982000,-9.5238905,0.3034091,-1734.0,1996.0
2983000,-6.607519,0.6357851,None,None
2984000,-8.702561,0.20449851,-1398.0,1996.0
2985000,-5.6935024,0.5883737,None,None
2986000,-7.2045155,0.4109132,-1066.0,1996.0
2987000,-6.399132,0.6077677,None,None
2988000,-7.0351357,0.534523,-868.0,1996.0
2989000,-2.0118694,0.5766913,None,None
2990000,-6.534377,0.41489854,-1334.0,1996.0
2991000,-8.0417595,0.41897455,None,None
2992000,-9.599144,0.2637826,-1866.0,1996.0
2993000,-5.4534717,0.35623357,None,None
2994000,-7.4428425,0.2932157,-1336.0,1996.0
2995000,-5.0170565,0.5932098,None,None
2996000,-3.3077843,0.54665226,-466.0,1996.0
2997000,-6.935521,0.60284716,None,None
2998000,-7.5482416,0.5596017,-1732.0,1996.0
2999000,-5.8636518,0.35498166,None,None
3000000,-7.3142953,0.48560116,-1068.0,1996.0
3001000,-8.221065,0.3585929,None,None
3002000,-9.620577,0.027580077,-1868.0,1996.0
3003000,-7.3375998,0.5919343,None,None
3004000,-6.6333027,0.53065217,-1032.0,1996.0
3005000,-4.344976,0.57072085,None,None
3006000,-5.4622335,0.44983703,-864.0,1996.0
3007000,-6.5964565,0.44919276,None,None
3008000,-9.305585,0.34739318,-1568.0,1996.0
3009000,-7.914268,0.56514984,None,None
3010000,-6.9951763,0.5605785,-1700.0,1996.0
3011000,-6.828417,0.616857,None,None
3012000,-8.727685,0.40650937,-1434.0,1996.0
3013000,-4.8148174,0.5658521,None,None
3014000,-8.981348,0.15753938,-1500.0,1996.0
3015000,-6.9001007,0.3056377,None,None
3016000,-9.526954,0.21402122,-1800.0,1996.0
3017000,-5.40009,0.57600397,None,None
3018000,-8.040894,0.43854478,-1068.0,1996.0
3019000,-5.018787,0.57550615,None,None
3020000,-6.419159,0.63740504,-730.0,1996.0
3021000,-6.1283,0.5537805,None,None
3022000,-5.5239325,0.5587927,-638.0,1996.0
3023000,-4.5981865,0.1831707,None,None
3024000,-8.48458,0.52823627,-1898.0,1996.0
3025000,-6.570569,0.57880217,None,None
3026000,-4.987029,0.6589036,-1168.0,1996.0
3027000,-7.621617,0.46564665,None,None
3028000,-9.375568,0.0950223,-1934.0,1996.0
3029000,-5.989599,0.4440761,None,None
3030000,-6.7276564,0.50374097,-800.0,1996.0
3031000,-3.3379686,0.58677983,None,None
3032000,-8.181551,0.6577496,-1300.0,1996.0
3033000,-7.6406627,0.5992321,None,None
3034000,-5.9153824,0.5921913,-1400.0,1996.0
3035000,-4.997094,0.5360523,None,None
3036000,-3.7745914,0.44661435,-634.0,1996.0
3037000,-7.51224,0.57005924,None,None
3038000,-8.931393,0.22500968,-1802.0,1996.0
3039000,-8.0837555,0.6034083,None,None
3040000,-6.6917176,0.5810133,-1602.0,1996.0
3041000,-4.2256465,0.4055826,None,None
3042000,-5.9741445,0.26795796,-1334.0,1996.0
3043000,-5.011142,0.5810967,None,None
3044000,-6.227727,0.6438314,-1198.0,1996.0
3045000,-7.1251326,0.57502383,None,None
3046000,-8.705682,0.2034497,-1600.0,1996.0
3047000,-7.2759867,0.54322773,None,None
3048000,-6.6147385,0.26656476,-1370.0,1996.0
3049000,-7.423227,0.2304166,None,None
3050000,-9.008097,0.29677314,-1566.0,1996.0
3051000,-6.8540344,0.5474882,None,None
3052000,-5.3719926,0.5874821,-1136.0,1996.0
3053000,-7.8892155,0.6397887,None,None
3054000,-8.088356,0.64530957,-1798.0,1996.0
3055000,-6.2122345,0.51042515,None,None
3056000,-6.582486,0.5842405,-1164.0,1996.0
3057000,-7.6435804,0.59471685,None,None
3058000,-5.58428,0.5666659,-1400.0,1996.0
3059000,-8.08526,0.38425556,None,None
3060000,-9.700813,0.15868597,-1734.0,1996.0
3061000,-7.28659,0.64810425,None,None
3062000,-8.00176,0.43457493,-1300.0,1996.0
3063000,-8.074716,0.6450497,None,None
3064000,-8.487012,0.17008488,-1866.0,1996.0
3065000,-5.3481646,0.56330514,None,None
3066000,-7.0704517,0.45964906,-1036.0,1996.0
3067000,-6.4505253,0.5487514,None,None
3068000,-5.8425922,0.62340057,-802.0,1996.0
3069000,-7.4749207,0.664022,None,None
3070000,-8.280586,0.5864603,-1372.0,1996.0
3071000,-5.8965063,0.617003,None,None
3072000,-5.995183,0.65772635,-1338.0,1996.0
3073000,-7.707475,0.65129405,None,None
3074000,-8.146352,0.59261155,-1466.0,1996.0
3075000,-5.256838,0.62851626,None,None
3076000,-7.336337,0.5848542,-1800.0,1996.0
3077000,-4.2656765,0.347929,None,None
3078000,-7.334169,0.5156788,-1234.0,1996.0
3079000,-8.395922,0.30733162,None,None
3080000,-9.55846,0.30987272,-1968.0,1996.0
3081000,-7.235355,0.4035141,None,None
3082000,-9.684019,0.34062743,-1900.0,1996.0
3083000,-8.052601,0.63693273,None,None
3084000,-7.6294975,0.6385179,-1734.0,1996.0
3085000,-7.928311,0.59764284,None,None
3086000,-8.934296,0.08580131,-1800.0,1996.0
3087000,-7.9736977,0.61054236,None,None
3088000,-6.650251,0.55327696,-1300.0,1996.0
3089000,-7.322954,0.51271844,None,None
3090000,-8.457338,0.31651667,-1602.0,1996.0
3091000,-5.3330755,0.41922894,None,None
3092000,-7.2446523,0.211053,-1236.0,1996.0
3093000,-6.9811344,0.55592495,None,None
3094000,-8.095041,0.23338827,-1498.0,1996.0
3095000,-7.7457094,0.50456136,None,None
3096000,-9.108776,0.35475504,-1734.0,1996.0
3097000,-7.0373793,0.58644664,None,None
3098000,-8.856171,0.17194441,-1666.0,1996.0
3099000,-7.46696,0.32483318,None,None
3100000,-10.156858,0.0089605525,-1934.0,1996.0
3101000,-5.94573,0.5836036,None,None
3102000,-5.3949666,0.5863287,-636.0,1996.0
3103000,-8.3869915,0.51891136,None,None
3104000,-9.420914,0.23026136,-1934.0,1996.0
3105000,-5.390362,0.5676636,None,None
3106000,-7.685379,0.6532046,-1068.0,1996.0
3107000,-7.133926,0.50241745,None,None
3108000,-9.457621,0.23015937,-1800.0,1996.0
3109000,-6.928054,0.53947586,None,None
3110000,-6.5908537,0.27573225,-1202.0,1996.0
3111000,-5.450555,0.57234454,None,None
3112000,-7.51376,0.6136017,-1034.0,1996.0
3113000,-5.861034,0.59682107,None,None
3114000,-5.543345,0.58622205,-1370.0,1996.0
3115000,-7.6335216,0.35187894,None,None
3116000,-9.508133,0.36770722,-1866.0,1996.0
3117000,-7.396633,0.62686354,None,None
3118000,-8.777988,0.17759013,-1800.0,1996.0
3119000,-7.776923,0.6450599,None,None
3120000,-8.898586,0.17906114,-1732.0,1996.0
3121000,-9.025324,0.64841294,None,None
3122000,-9.204518,0.10456624,-1934.0,1996.0
3123000,-5.415406,0.5198037,None,None
3124000,-8.339013,0.53998804,-1270.0,1996.0
3125000,-7.7284155,0.5377955,None,None
3126000,-4.561807,0.5497407,-964.0,1996.0
3127000,-6.286993,0.31075057,None,None
3128000,-9.9580145,0.0395474,-1934.0,1996.0
3129000,-8.083525,0.5882604,None,None
3130000,-8.5919895,0.19412991,-1502.0,1996.0
3131000,-8.257112,0.55909705,None,None
3132000,-5.192953,0.15893579,-1234.0,1996.0
3133000,-6.3570204,0.5681524,None,None
3134000,-5.6435647,0.6148115,-1168.0,1996.0
3135000,-8.188394,0.6398045,None,None
3136000,-8.917033,0.07397556,-1902.0,1996.0
3137000,-8.509823,0.64358765,None,None
3138000,-6.7890015,0.5925854,-1566.0,1996.0
3139000,-7.2550087,0.5850367,None,None
3140000,-6.8864536,0.50251514,-1636.0,1996.0
3141000,-8.565191,0.5798401,None,None
3142000,-4.903377,0.54344606,-1270.0,1996.0
3143000,-7.67616,0.5944537,None,None
3144000,-8.055244,0.3406984,-1502.0,1996.0
3145000,-8.013937,0.5088648,None,None
3146000,-6.928893,0.5675778,-1300.0,1996.0
3147000,-6.407468,0.52974725,None,None
3148000,-5.3496256,0.41161078,-966.0,1996.0
3149000,-5.7036,0.4920603,None,None
3150000,-9.156312,0.3213116,-1666.0,1996.0
3151000,-7.4733024,0.5643769,None,None
3152000,-5.669696,0.47510386,-1336.0,1996.0
3153000,-8.702811,0.09110807,None,None
3154000,-8.355873,0.4847337,-1934.0,1996.0
3155000,-7.43727,0.4688469,None,None
3156000,-9.558446,0.3180856,-1900.0,1996.0
3157000,-7.81388,0.6144316,None,None
3158000,-6.5274277,0.47406274,-1368.0,1996.0
3159000,-6.616414,0.5507897,None,None
3160000,-7.350075,0.5476802,-1268.0,1996.0
3161000,-8.197844,0.5785447,None,None
3162000,-9.085524,0.11869906,-1898.0,1996.0
3163000,-5.678271,0.5718815,None,None
3164000,-6.3451834,0.5664051,-638.0,1996.0
3165000,-3.8973224,0.572291,None,None
3166000,-6.716159,0.5643732,-768.0,1996.0
3167000,-6.7989235,0.5105064,None,None
3168000,-8.694677,0.588831,-1468.0,1996.0
3169000,-6.142064,0.5287892,None,None
3170000,-6.3037963,0.4533201,-1502.0,1996.0
3171000,-6.704399,0.5688447,None,None
3172000,-4.1546006,0.58839244,-1000.0,1996.0
3173000,-4.178874,0.5115058,None,None
3174000,-7.6122956,0.43388015,-1132.0,1996.0
3175000,-6.648382,0.4799973,None,None
3176000,-9.143143,0.23058784,-1532.0,1996.0
3177000,-7.8330736,0.63599265,None,None
3178000,-8.138455,0.2793148,-1502.0,1996.0
3179000,-7.6415596,0.5642921,None,None
3180000,-6.9179115,0.56248695,-1266.0,1996.0
3181000,-8.415842,0.17322522,None,None
3182000,-8.828007,0.46492076,-1968.0,1996.0
3183000,-7.1639137,0.62547565,None,None
3184000,-8.369249,0.5926646,-1734.0,1996.0
3185000,-5.210816,0.55908936,None,None
3186000,-6.509753,0.11011107,-900.0,1996.0
3187000,-6.437436,0.55973834,None,None
3188000,-6.043564,0.46372345,-1500.0,1996.0
3189000,-6.599593,0.29356927,None,None
3190000,-9.693518,0.35471126,-1568.0,1996.0
3191000,-6.53866,0.54444844,None,None
3192000,-6.209839,0.54552263,-534.0,1996.0
3193000,-5.115276,0.18885064,None,None
3194000,-8.899545,0.31334248,-1900.0,1996.0
3195000,-7.628682,0.5019619,None,None
3196000,-4.1817884,0.51489294,-834.0,1996.0
3197000,-4.0455003,0.49382454,None,None
3198000,-9.021639,0.09965551,-1634.0,1996.0
3199000,-8.857571,0.07870076,None,None
3200000,-8.862093,0.42760786,-1768.0,1996.0
3201000,-6.763027,0.54483634,None,None
3202000,-6.3564224,0.49783224,-1666.0,1996.0
3203000,-7.0088825,0.6442196,None,None
3204000,-8.878809,0.13535912,-1702.0,1996.0
3205000,-8.465868,0.5721479,None,None
3206000,-9.131779,0.2060508,-1868.0,1996.0
3207000,-7.5692286,0.58060116,None,None
3208000,-5.912665,0.5024329,-1166.0,1996.0
3209000,-8.328341,0.6264515,None,None
3210000,-6.5514765,0.58912235,-1238.0,1996.0
3211000,-6.4083557,0.19029646,None,None
3212000,-9.06879,0.35543528,-1968.0,1996.0
3213000,-7.390089,0.5513696,None,None
3214000,-5.886978,0.52822584,-998.0,1996.0
3215000,-3.8438082,0.57462144,None,None
3216000,-8.470764,0.5918174,-1300.0,1996.0
3217000,-7.8227015,0.3712206,None,None
3218000,-9.344632,0.14259633,-1934.0,1996.0
3219000,-7.622443,0.6533607,None,None
3220000,-8.106594,0.52745074,-1766.0,1996.0
3221000,-8.419763,0.2866564,None,None
3222000,-9.377228,0.3111349,-1968.0,1996.0
3223000,-7.7062235,0.6038686,None,None
3224000,-8.476243,0.35704678,-1634.0,1996.0
3225000,-7.3611665,0.3073067,None,None
3226000,-9.195398,0.44432265,-1668.0,1996.0
3227000,-7.2229643,0.603859,None,None
3228000,-8.77739,0.13363948,-1732.0,1996.0
3229000,-8.794564,0.64884156,None,None
3230000,-8.601563,0.5414627,-1468.0,1996.0
3231000,-4.959442,0.6668266,None,None
3232000,-8.762821,0.254857,-1900.0,1996.0
3233000,-8.896245,0.64859635,None,None
3234000,-9.196318,0.12820841,-1868.0,1996.0
3235000,-8.61882,0.21978068,None,None
3236000,-9.767827,0.37834975,-1836.0,1996.0
3237000,-7.5183506,0.52711624,None,None
3238000,-6.5822177,0.47370592,-1434.0,1996.0
3239000,-5.211009,0.53146136,None,None
3240000,-5.382325,0.5701312,-104.0,1996.0
3241000,-6.479457,0.5033816,None,None
3242000,-6.464324,0.64077157,-1234.0,1996.0
3243000,-7.7696795,0.62471336,None,None
3244000,-7.847869,0.44919226,-1536.0,1996.0
3245000,-5.751333,0.4394245,None,None
3246000,-9.533098,0.34705034,-1868.0,1996.0
3247000,-7.3701878,0.55128515,None,None
3248000,-6.1942067,0.52936596,-1070.0,1996.0
3249000,-3.5346572,0.54420674,None,None
3250000,-8.3886385,0.6107248,-1138.0,1996.0
3251000,-5.4720745,0.41890323,None,None
3252000,-6.668755,0.32819706,-1168.0,1996.0
3253000,-3.6713104,0.5315664,None,None
3254000,-8.450327,0.62001663,-1266.0,1996.0
3255000,-5.0232615,0.4293717,None,None
3256000,-7.991683,0.43306008,-1030.0,1996.0
3257000,-7.8988924,0.51495,None,None
3258000,-7.8066006,0.009680622,-1702.0,1996.0
3259000,-8.825314,0.46867555,None,None
3260000,-8.799509,0.4573703,-1868.0,1996.0
3261000,-7.877472,0.6197049,None,None
3262000,-8.264265,0.51699656,-1702.0,1996.0
3263000,-7.131595,0.46815756,None,None
3264000,-5.9294524,0.447894,-1004.0,1996.0
3265000,-8.4084635,0.63610184,None,None
3266000,-7.8684626,0.5066154,-1602.0,1996.0
3267000,-8.171177,0.45589423,None,None
3268000,-8.831701,0.33228007,-1934.0,1996.0
3269000,-9.046646,0.63918513,None,None
3270000,-5.48852,0.3458005,-1134.0,1996.0
3271000,-5.0512094,0.61344314,None,None
3272000,-6.5244284,0.43571806,-1366.0,1996.0
3273000,-7.801059,0.6264378,None,None
3274000,-8.8896475,0.20313694,-1732.0,1996.0
3275000,-7.063577,0.59919745,None,None
3276000,-9.225384,0.18913323,-1532.0,1996.0
3277000,-6.8798203,0.5404645,None,None
3278000,-6.009131,0.3334159,-1634.0,1996.0
3279000,-4.9641485,0.5623515,None,None
3280000,-8.084301,0.54616225,-598.0,1996.0
3281000,-3.1020455,0.5099706,None,None
3282000,-6.1021667,0.6084717,-1198.0,1996.0
3283000,-7.892471,0.52315205,None,None
3284000,-5.8117,0.34981206,-1272.0,1996.0
3285000,-7.3843765,0.36888722,None,None
3286000,-9.3228245,0.42395887,-1800.0,1996.0
3287000,-8.478657,0.48847634,None,None
3288000,-5.6288757,0.6053016,-1368.0,1996.0
3289000,-7.343365,0.50275415,None,None
3290000,-5.4367085,0.49594977,-966.0,1996.0
3291000,-5.143756,0.56443644,None,None
3292000,-6.443201,0.5177518,-802.0,1996.0
3293000,-6.0767474,0.40265313,None,None
3294000,-9.301323,0.3722961,-1700.0,1996.0
3295000,-4.7023907,0.53016585,None,None
3296000,-5.133069,0.41764656,-800.0,1996.0
3297000,-7.3194485,0.45290402,None,None
3298000,-7.3115335,0.38996843,-1436.0,1996.0
3299000,-6.9993277,0.42305502,None,None
3300000,-8.503386,0.6000241,-1800.0,1996.0
3301000,-6.389493,0.18836573,None,None
3302000,-7.9596634,0.4858332,-1334.0,1996.0
3303000,-3.4712162,0.30169693,None,None
3304000,-6.6643605,0.08618803,-1068.0,1996.0
3305000,-0.40952337,0.5213772,None,None
3306000,-7.5474925,0.61990345,-1070.0,1996.0
3307000,-7.6153574,0.48877013,None,None
3308000,-7.7246804,0.37293717,-1702.0,1996.0
3309000,-4.816179,0.5110743,None,None
3310000,-8.210797,0.5270234,-766.0,1996.0
3311000,-6.9995728,0.3774871,None,None
3312000,-8.311608,0.49298653,-1868.0,1996.0
3313000,-4.9954476,0.42483434,None,None
3314000,-7.466288,0.34024027,-1004.0,1996.0
3315000,-6.779866,0.290004,None,None
3316000,-6.3645115,0.4358961,-1304.0,1996.0
3317000,-7.837735,0.32747087,None,None
3318000,-9.596657,0.23447976,-1898.0,1996.0
3319000,-7.05369,0.38721418,None,None
3320000,-5.0922966,0.44719583,-1066.0,1996.0
3321000,-7.8471866,0.23326573,None,None
3322000,-9.274803,0.30356827,-1866.0,1996.0
3323000,-8.633633,0.5586611,None,None
3324000,-8.55835,0.3132216,-1900.0,1996.0
3325000,-5.20059,0.47820568,None,None
3326000,-7.317295,0.43645945,-928.0,1996.0
3327000,-6.582825,0.36345464,None,None
3328000,-5.859579,0.48428658,-1468.0,1996.0
3329000,-7.1807804,0.53470886,None,None
3330000,-4.1640096,0.2709649,-1238.0,1996.0
3331000,-5.8903823,0.3726077,None,None
3332000,-7.0892363,0.49102357,-1196.0,1996.0
3333000,-8.495647,0.53032,None,None
3334000,-6.18434,0.2679521,-1500.0,1996.0
3335000,-4.3074007,0.4673249,None,None
3336000,-8.113428,0.44632,-834.0,1996.0
3337000,-0.64612657,0.25822455,None,None
3338000,-7.4005795,0.39924634,-998.0,1996.0
3339000,-5.7270007,0.5091916,None,None
3340000,-6.182381,0.4989764,-1300.0,1996.0
3341000,-7.7022715,0.5039937,None,None
3342000,-5.2942,0.4717973,-1300.0,1996.0
3343000,-4.8382206,0.38929492,None,None
3344000,-8.1153,0.3310025,-1334.0,1996.0
3345000,-6.5585136,0.32333046,None,None
3346000,-9.430435,0.35343158,-1666.0,1996.0
3347000,-5.103298,0.29364747,None,None
3348000,-9.303551,0.33659333,-1434.0,1996.0
3349000,-6.101595,0.3983217,None,None
3350000,-7.440852,0.5444672,-1300.0,1996.0
3351000,-7.2136927,0.20305614,None,None
3352000,-9.060032,0.27253595,-1734.0,1996.0
3353000,-9.023204,0.23073581,None,None
3354000,-9.071939,0.38971666,-1866.0,1996.0
3355000,-5.185457,0.38023165,None,None
3356000,-8.535053,0.38822493,-1268.0,1996.0
3357000,-6.3155584,0.33050963,None,None
3358000,-9.905045,0.26041892,-1600.0,1996.0
3359000,-7.770524,0.51359004,None,None
3360000,-6.1007504,0.44410145,-1602.0,1996.0
3361000,-8.982094,0.24459499,None,None
3362000,-9.359638,0.29746148,-1934.0,1996.0
3363000,-7.705103,0.54950446,None,None
3364000,-6.3660126,0.5366543,-1368.0,1996.0
3365000,-6.735566,0.2741571,None,None
3366000,-8.587569,0.28826734,-1634.0,1996.0
3367000,-4.310639,0.39764202,None,None
3368000,-7.66269,0.4506758,-1036.0,1996.0
3369000,-4.9024467,0.4435187,None,None
3370000,-7.0615664,0.37662897,-1000.0,1996.0
3371000,-8.568013,0.46293887,None,None
3372000,-7.4588737,0.29485697,-1536.0,1996.0
3373000,-8.495265,0.46448773,None,None
3374000,-5.9129877,0.44194382,-1232.0,1996.0
3375000,-5.0868716,0.3586701,None,None
3376000,-7.0039234,0.35922122,-1432.0,1996.0
3377000,-4.582761,0.39869544,None,None
3378000,-8.209982,0.505287,-1266.0,1996.0
3379000,-8.539654,0.31255823,None,None
3380000,-9.229395,0.33470407,-1968.0,1996.0
3381000,-6.472517,0.3584016,None,None
3382000,-7.4416323,0.27319098,-1334.0,1996.0
3383000,-5.056314,0.27394456,None,None
3384000,-4.042345,0.20226492,-766.0,1996.0
3385000,-4.953783,0.4235442,None,None
3386000,-4.3078165,0.28900602,-734.0,1996.0
3387000,-6.714724,0.344609,None,None
3388000,-8.428904,0.52444965,-1370.0,1996.0
3389000,-6.236086,0.5037222,None,None
3390000,-8.143679,0.121404976,-1566.0,1996.0
3391000,-8.019629,0.3140562,None,None
3392000,-6.6050735,0.40549964,-1198.0,1996.0
3393000,-4.6364346,0.39227176,None,None
3394000,-9.210953,0.30720899,-1768.0,1996.0
3395000,-7.8586135,0.45494556,None,None
3396000,-4.3751097,0.39450845,-1300.0,1996.0
3397000,-6.483719,0.36427048,None,None
3398000,-9.449564,0.37382987,-1634.0,1996.0
3399000,-7.199025,0.43086556,None,None
3400000,-9.552923,0.35142392,-1734.0,1996.0
3401000,-7.0908384,0.3671395,None,None
3402000,-9.356603,0.4498189,-1536.0,1996.0
3403000,-6.624297,0.41988996,None,None
3404000,-6.4747734,0.36916304,-1632.0,1996.0
